id,timestamp,station_name,latitude,longitude
248,2021-08-31T05:05:35Z,Woodlawn Ave & 55th St,41.795264,-87.596471
249,2021-08-31T05:05:35Z,Montrose Harbor,41.963982,-87.638181
250,2021-08-31T05:05:35Z,Ashland Ave & Wellington Ave,41.936083000000004,-87.669807
251,2021-08-31T05:05:35Z,Clarendon Ave & Leland Ave,41.967968,-87.650001
25,2021-08-31T05:05:35Z,Michigan Ave & Pearson St,41.89766,-87.62351
252,2021-08-31T05:05:35Z,Greenwood Ave & 47th St,41.809835,-87.599383
253,2021-08-31T05:05:35Z,Winthrop Ave & Lawrence Ave,41.968812,-87.657659
254,2021-08-31T05:05:35Z,Pine Grove Ave & Irving Park Rd,41.954383,-87.648043
255,2021-08-31T05:05:35Z,Indiana Ave & Roosevelt Rd,41.867888,-87.623041
256,2021-08-31T05:05:35Z,Broadway & Sheridan Rd,41.952833,-87.649993
257,2021-08-31T05:05:35Z,Lincoln Ave & Waveland Ave,41.948797,-87.675278
258,2021-08-31T05:05:35Z,Logan Blvd & Elston Ave,41.929465,-87.684158
259,2021-08-31T05:05:35Z,California Ave & Francis Pl (Temp),41.918491,-87.697423
260,2021-08-31T05:05:35Z,Kedzie Ave & Milwaukee Ave,41.929567,-87.707857
26,2021-08-31T05:05:35Z,New St & Illinois St,41.890847,-87.618617
262,2021-08-31T05:05:35Z,Halsted St & 37th St,41.827059,-87.64572
263,2021-08-31T05:05:35Z,Rhodes Ave & 32nd St,41.836208,-87.613533
264,2021-08-31T05:05:35Z,Stetson Ave & South Water St,41.886835,-87.62232
265,2021-08-31T05:05:35Z,Cottage Grove Ave & Oakwood Blvd,41.822985,-87.6071
267,2021-08-31T05:05:35Z,Lake Park Ave & 47th St,41.809443,-87.591875
268,2021-08-31T05:05:35Z,DuSable Lake Shore Dr & North Blvd,41.911722,-87.626804
270,2021-08-31T05:05:35Z,Stony Island Ave & 75th St,41.75867,-87.586883
271,2021-08-31T05:05:35Z,Cottage Grove Ave & 43rd St,41.816499,-87.606582
27,2021-08-31T05:05:35Z,Larrabee St & North Ave,41.91021,-87.6435
272,2021-08-31T05:05:35Z,Indiana Ave & 31st St,41.838842,-87.621857
273,2021-08-31T05:05:35Z,Michigan Ave & 18th St,41.857813,-87.62455
274,2021-08-31T05:05:35Z,Racine Ave & 15th St,41.861267,-87.656625
275,2021-08-31T05:05:35Z,Ashland Ave & 13th St,41.865234,-87.666507
276,2021-08-31T05:05:35Z,California Ave & North Ave,41.91044,-87.6972
277,2021-08-31T05:05:35Z,Ashland Ave & Grand Ave,41.891072,-87.666611
278,2021-08-31T05:05:35Z,Wallace St & 35th St,41.830629,-87.64129
279,2021-08-31T05:05:35Z,Halsted St & 35th St,41.830661,-87.647172
280,2021-08-31T05:05:35Z,Morgan St & 31st St,41.8378,-87.65114
281,2021-08-31T05:05:35Z,Western Ave & 24th St,41.84847,-87.685109
28,2021-08-31T05:05:35Z,Larrabee St & Menomonee St,41.91468,-87.64332
282,2021-08-31T05:05:35Z,Halsted St & Maxwell St,41.864883,-87.647071
283,2021-08-31T05:05:35Z,LaSalle St & Jackson Blvd,41.878166,-87.631929
284,2021-08-31T05:05:35Z,Michigan Ave & Jackson Blvd,41.87785,-87.62408
285,2021-08-31T05:05:35Z,Wood St & Hubbard St,41.889899,-87.671473
286,2021-08-31T05:05:35Z,Franklin St & Adams St (Temp),41.879434,-87.635504
287,2021-08-31T05:05:35Z,Franklin St & Monroe St,41.880317,-87.635185
288,2021-08-31T05:05:35Z,Larrabee St & Armitage Ave,41.918084,-87.643749
289,2021-08-31T05:05:35Z,Wells St & Concord Ln,41.912133,-87.634656
290,2021-08-31T05:05:35Z,Kedzie Ave & Palmer Ct,41.921525,-87.707322
291,2021-08-31T05:05:35Z,Wells St & Evergreen Ave,41.906724,-87.63483
29,2021-08-31T05:05:35Z,Noble St & Milwaukee Ave,41.90068,-87.6626
292,2021-08-31T05:05:35Z,Southport Ave & Clark St,41.957081,-87.664199
293,2021-08-31T05:05:35Z,Broadway & Wilson - Truman College Vaccination Site,41.965221,-87.658139
294,2021-08-31T05:05:35Z,Broadway & Berwyn Ave,41.978353,-87.659753
295,2021-08-31T05:05:35Z,Broadway & Argyle St,41.973815,-87.65966
296,2021-08-31T05:05:35Z,Broadway & Belmont Ave,41.940106,-87.645451
297,2021-08-31T05:05:35Z,Paulina St & Montrose Ave,41.961507,-87.671387
298,2021-08-31T05:05:35Z,Lincoln Ave & Belle Plaine Ave,41.956004,-87.680161
299,2021-08-31T05:05:35Z,Halsted St & Roscoe St,41.94367,-87.64895
300,2021-08-31T05:05:35Z,Broadway & Barry Ave,41.937582,-87.644098
301,2021-08-31T05:05:35Z,Clark St & Schiller St,41.907993,-87.631501
30,2021-08-31T05:05:35Z,Ashland Ave & Augusta Blvd,41.899643,-87.6677
302,2021-08-31T05:05:35Z,Sheffield Ave & Wrightwood Ave,41.928712,-87.653833
303,2021-08-31T05:05:35Z,Broadway & Cornelia Ave,41.945529,-87.646439
304,2021-08-31T05:05:35Z,Broadway & Waveland Ave,41.949074,-87.648636
305,2021-08-31T05:05:35Z,Western Ave & Division St,41.902893,-87.687275
306,2021-08-31T05:05:35Z,Sheridan Rd & Buena Ave,41.958494,-87.654966
307,2021-08-31T05:05:35Z,Southport Ave & Clybourn Ave,41.920771,-87.663712
308,2021-08-31T05:05:35Z,Seeley Ave & Roscoe St,41.943403000000004,-87.679618
309,2021-08-31T05:05:35Z,Leavitt St & Armitage Ave,41.917805,-87.682437
310,2021-08-31T05:05:35Z,Damen Ave & Charleston St,41.920082,-87.677855
311,2021-08-31T05:05:35Z,Leavitt St & Lawrence Ave,41.968885,-87.684001
31,2021-08-31T05:05:35Z,Franklin St & Chicago Ave,41.896747,-87.635668
312,2021-08-31T05:05:35Z,Clarendon Ave & Gordon Ter,41.957867,-87.649505
313,2021-08-31T05:05:35Z,Lakeview Ave & Fullerton Pkwy,41.925858,-87.638973
314,2021-08-31T05:05:35Z,Ravenswood Ave & Berteau Ave,41.957921,-87.673567
315,2021-08-31T05:05:35Z,Elston Ave & Wabansia Ave,41.912919,-87.664169
316,2021-08-31T05:05:35Z,Damen Ave & Sunnyside Ave,41.96325,-87.679258
317,2021-08-31T05:05:35Z,Wood St & Taylor St (Temp),41.869265,-87.673731
318,2021-08-31T05:05:35Z,Southport Ave & Irving Park Rd,41.954177,-87.664357999999993
319,2021-08-31T05:05:35Z,Greenview Ave & Diversey Pkwy,41.93259,-87.665936
320,2021-08-31T05:05:35Z,Loomis St & Lexington St,41.872187,-87.661501
3,2021-08-31T05:05:35Z,Shedd Aquarium,41.867226,-87.615355
321,2021-08-31T05:05:35Z,Wabash Ave & 9th St,41.870769,-87.625734
32,2021-08-31T05:05:35Z,Racine Ave & Congress Pkwy,41.87464,-87.65703
322,2021-08-31T05:05:35Z,Kimbark Ave & 53rd St,41.799568,-87.594747
323,2021-08-31T05:05:35Z,Sheridan Rd & Lawrence Ave,41.969517,-87.654691
324,2021-08-31T05:05:35Z,Stockton Dr & Wrightwood Ave,41.93132,-87.638742
325,2021-08-31T05:05:35Z,Clark St & Winnemac Ave,41.973348,-87.667855
326,2021-08-31T05:05:35Z,Clark St & Leland Ave,41.967096,-87.667429
327,2021-08-31T05:05:35Z,Sheffield Ave & Webster Ave,41.92154,-87.653818
329,2021-08-31T05:05:35Z,DuSable Lake Shore Dr & Diversey Pkwy,41.932588,-87.636427
330,2021-08-31T05:05:35Z,Lincoln Ave & Addison St,41.946176,-87.673308
331,2021-08-31T05:05:35Z,Halsted St & Clybourn Ave,41.909668,-87.648128
33,2021-08-31T05:05:35Z,State St & Van Buren St,41.877181,-87.627844
332,2021-08-31T05:05:35Z,Burling St & Diversey Pkwy,41.93314,-87.64776
333,2021-08-31T05:05:35Z,Ashland Ave & Blackhawk St,41.907066,-87.667252
334,2021-08-31T05:05:35Z,DuSable Lake Shore Dr & Belmont Ave,41.940775,-87.639192
335,2021-08-31T05:05:35Z,Calumet Ave & 35th St,41.831379,-87.618034
336,2021-08-31T05:05:35Z,Cottage Grove Ave & 47th St,41.809855,-87.606755
337,2021-08-31T05:05:35Z,Clark St & Chicago Ave,41.89675,-87.63089
338,2021-08-31T05:05:35Z,Calumet Ave & 18th St,41.857611,-87.619407
339,2021-08-31T05:05:35Z,Emerald Ave & 31st St,41.838198,-87.645143
340,2021-08-31T05:05:35Z,Clark St & Wrightwood Ave,41.929546,-87.643118
341,2021-08-31T05:05:35Z,Adler Planetarium,41.866095,-87.607267
34,2021-08-31T05:05:35Z,Cannon Dr & Fullerton Ave,41.926756,-87.634429
342,2021-08-31T05:05:35Z,Wolcott Ave & Polk St,41.871262,-87.673688
343,2021-08-31T05:05:35Z,Racine Ave & Wrightwood Ave,41.928887,-87.658971
